Using 1 GPU(s)...
Reading pre-processed data=/hdd3/jiayi/kaggle/kaggleAdDisplayChallenge_processed.npz
Sparse fea = 26, Dense fea = 13
Defined train indices...
Randomized indices across days ...
Split data according to indices...
Reading pre-processed data=/hdd3/jiayi/kaggle/kaggleAdDisplayChallenge_processed.npz
Sparse fea = 26, Dense fea = 13
Defined test indices...
Randomized indices across days ...
Split data according to indices...
Loading saved model results/40-20-1_lr0.1/model.pth
Saved at: epoch = 0/1, batch = 286720/306969, ntbatch = 200
Training state: loss = 0.452415, accuracy = 78.808 %
Testing state: loss = 0.455722, accuracy = 78.705 %
time/loss/accuracy (if enabled):
skip_upto_epoch: 0
args.nepochs: 2
k: 0
Finished training it 287744/306969 of epoch 0, 13.52 ms/it, loss 0.447781, accuracy 79.228 %
Finished training it 122880/306969 of epoch 1, 14.85 ms/it, loss 0.445601, accuracy 79.224 %
Testing at - 122880/306969 of epoch 0, loss 0.453925, accuracy 78.785 %, best 78.790 %
Finished training it 123904/306969 of epoch 1, 18.10 ms/it, loss 0.448170, accuracy 79.126 %
Saving model to results/40-20-1_lr0.1/model.pth
Testing at - 123904/306969 of epoch 0, loss 0.453739, accuracy 78.807 %, best 78.807 %
Finished training it 124928/306969 of epoch 1, 17.99 ms/it, loss 0.444666, accuracy 79.373 %
Testing at - 124928/306969 of epoch 0, loss 0.454202, accuracy 78.759 %, best 78.807 %
Finished training it 125952/306969 of epoch 1, 17.85 ms/it, loss 0.446729, accuracy 79.287 %
Testing at - 125952/306969 of epoch 0, loss 0.454838, accuracy 78.764 %, best 78.807 %
Finished training it 126976/306969 of epoch 1, 17.41 ms/it, loss 0.447620, accuracy 79.122 %
Testing at - 126976/306969 of epoch 0, loss 0.453807, accuracy 78.776 %, best 78.807 %
Finished training it 128000/306969 of epoch 1, 16.66 ms/it, loss 0.443954, accuracy 79.408 %
Testing at - 128000/306969 of epoch 0, loss 0.454121, accuracy 78.758 %, best 78.807 %
Finished training it 129024/306969 of epoch 1, 14.65 ms/it, loss 0.446327, accuracy 79.251 %
Testing at - 129024/306969 of epoch 0, loss 0.454404, accuracy 78.761 %, best 78.807 %
Finished training it 130048/306969 of epoch 1, 14.07 ms/it, loss 0.448028, accuracy 79.140 %
Testing at - 130048/306969 of epoch 0, loss 0.454247, accuracy 78.764 %, best 78.807 %
Finished training it 131072/306969 of epoch 1, 14.14 ms/it, loss 0.446979, accuracy 79.224 %
Testing at - 131072/306969 of epoch 0, loss 0.454453, accuracy 78.751 %, best 78.807 %
Finished training it 132096/306969 of epoch 1, 13.27 ms/it, loss 0.447067, accuracy 79.196 %
Testing at - 132096/306969 of epoch 0, loss 0.454250, accuracy 78.744 %, best 78.807 %
Finished training it 133120/306969 of epoch 1, 14.47 ms/it, loss 0.443914, accuracy 79.483 %
Testing at - 133120/306969 of epoch 0, loss 0.454665, accuracy 78.698 %, best 78.807 %
Finished training it 134144/306969 of epoch 1, 16.62 ms/it, loss 0.444643, accuracy 79.297 %
Testing at - 134144/306969 of epoch 0, loss 0.454361, accuracy 78.774 %, best 78.807 %
Finished training it 135168/306969 of epoch 1, 18.73 ms/it, loss 0.442469, accuracy 79.434 %
Testing at - 135168/306969 of epoch 0, loss 0.454351, accuracy 78.733 %, best 78.807 %
Finished training it 136192/306969 of epoch 1, 18.14 ms/it, loss 0.446260, accuracy 79.281 %
Testing at - 136192/306969 of epoch 0, loss 0.454855, accuracy 78.766 %, best 78.807 %
Finished training it 137216/306969 of epoch 1, 20.06 ms/it, loss 0.445729, accuracy 79.312 %
Saving model to results/40-20-1_lr0.1/model.pth
Testing at - 137216/306969 of epoch 0, loss 0.453258, accuracy 78.821 %, best 78.821 %
Finished training it 138240/306969 of epoch 1, 18.36 ms/it, loss 0.446792, accuracy 79.219 %
Testing at - 138240/306969 of epoch 0, loss 0.453593, accuracy 78.793 %, best 78.821 %
Finished training it 139264/306969 of epoch 1, 18.22 ms/it, loss 0.445656, accuracy 79.186 %
Testing at - 139264/306969 of epoch 0, loss 0.454876, accuracy 78.713 %, best 78.821 %
Finished training it 140288/306969 of epoch 1, 17.20 ms/it, loss 0.441772, accuracy 79.510 %
Testing at - 140288/306969 of epoch 0, loss 0.455765, accuracy 78.775 %, best 78.821 %
Finished training it 141312/306969 of epoch 1, 16.29 ms/it, loss 0.445316, accuracy 79.266 %
Testing at - 141312/306969 of epoch 0, loss 0.454438, accuracy 78.708 %, best 78.821 %
Finished training it 142336/306969 of epoch 1, 18.04 ms/it, loss 0.442499, accuracy 79.448 %
Testing at - 142336/306969 of epoch 0, loss 0.453900, accuracy 78.787 %, best 78.821 %
Finished training it 143360/306969 of epoch 1, 17.48 ms/it, loss 0.444956, accuracy 79.439 %
Testing at - 143360/306969 of epoch 0, loss 0.460471, accuracy 78.276 %, best 78.821 %
Finished training it 144384/306969 of epoch 1, 17.09 ms/it, loss 0.445025, accuracy 79.292 %
Testing at - 144384/306969 of epoch 0, loss 0.453750, accuracy 78.768 %, best 78.821 %
Finished training it 145408/306969 of epoch 1, 15.36 ms/it, loss 0.447810, accuracy 79.121 %
Testing at - 145408/306969 of epoch 0, loss 0.454817, accuracy 78.745 %, best 78.821 %
Finished training it 146432/306969 of epoch 1, 14.50 ms/it, loss 0.443815, accuracy 79.365 %
Testing at - 146432/306969 of epoch 0, loss 0.453636, accuracy 78.791 %, best 78.821 %
Finished training it 147456/306969 of epoch 1, 15.53 ms/it, loss 0.443525, accuracy 79.306 %
Testing at - 147456/306969 of epoch 0, loss 0.456256, accuracy 78.618 %, best 78.821 %
Finished training it 148480/306969 of epoch 1, 16.31 ms/it, loss 0.442474, accuracy 79.379 %
Testing at - 148480/306969 of epoch 0, loss 0.453695, accuracy 78.764 %, best 78.821 %
Finished training it 149504/306969 of epoch 1, 15.45 ms/it, loss 0.443437, accuracy 79.395 %
Testing at - 149504/306969 of epoch 0, loss 0.454599, accuracy 78.730 %, best 78.821 %
Finished training it 150528/306969 of epoch 1, 15.92 ms/it, loss 0.444729, accuracy 79.340 %
Testing at - 150528/306969 of epoch 0, loss 0.453507, accuracy 78.775 %, best 78.821 %
Finished training it 151552/306969 of epoch 1, 14.87 ms/it, loss 0.441362, accuracy 79.584 %
Testing at - 151552/306969 of epoch 0, loss 0.457756, accuracy 78.439 %, best 78.821 %
Finished training it 152576/306969 of epoch 1, 14.92 ms/it, loss 0.442429, accuracy 79.499 %
Testing at - 152576/306969 of epoch 0, loss 0.453952, accuracy 78.784 %, best 78.821 %
Finished training it 153600/306969 of epoch 1, 15.32 ms/it, loss 0.445005, accuracy 79.347 %
Testing at - 153600/306969 of epoch 0, loss 0.454331, accuracy 78.677 %, best 78.821 %
Finished training it 154624/306969 of epoch 1, 16.44 ms/it, loss 0.444416, accuracy 79.395 %
Testing at - 154624/306969 of epoch 0, loss 0.453545, accuracy 78.771 %, best 78.821 %
Finished training it 155648/306969 of epoch 1, 15.55 ms/it, loss 0.443466, accuracy 79.362 %
Testing at - 155648/306969 of epoch 0, loss 0.453561, accuracy 78.809 %, best 78.821 %
Finished training it 156672/306969 of epoch 1, 16.14 ms/it, loss 0.443648, accuracy 79.386 %
Testing at - 156672/306969 of epoch 0, loss 0.453321, accuracy 78.807 %, best 78.821 %
Finished training it 157696/306969 of epoch 1, 14.87 ms/it, loss 0.442151, accuracy 79.485 %
Testing at - 157696/306969 of epoch 0, loss 0.453527, accuracy 78.806 %, best 78.821 %
Finished training it 158720/306969 of epoch 1, 15.55 ms/it, loss 0.445274, accuracy 79.377 %
Testing at - 158720/306969 of epoch 0, loss 0.453638, accuracy 78.796 %, best 78.821 %
Finished training it 159744/306969 of epoch 1, 15.19 ms/it, loss 0.444733, accuracy 79.339 %
Testing at - 159744/306969 of epoch 0, loss 0.455713, accuracy 78.667 %, best 78.821 %
Finished training it 160768/306969 of epoch 1, 14.81 ms/it, loss 0.445002, accuracy 79.484 %
Testing at - 160768/306969 of epoch 0, loss 0.453848, accuracy 78.780 %, best 78.821 %
Finished training it 161792/306969 of epoch 1, 17.49 ms/it, loss 0.446294, accuracy 79.205 %
Testing at - 161792/306969 of epoch 0, loss 0.453316, accuracy 78.788 %, best 78.821 %
Finished training it 162816/306969 of epoch 1, 17.81 ms/it, loss 0.446205, accuracy 79.276 %
Testing at - 162816/306969 of epoch 0, loss 0.453637, accuracy 78.760 %, best 78.821 %
Finished training it 163840/306969 of epoch 1, 17.72 ms/it, loss 0.445729, accuracy 79.331 %
Testing at - 163840/306969 of epoch 0, loss 0.454264, accuracy 78.720 %, best 78.821 %
Finished training it 164864/306969 of epoch 1, 17.88 ms/it, loss 0.445346, accuracy 79.291 %
Testing at - 164864/306969 of epoch 0, loss 0.453448, accuracy 78.787 %, best 78.821 %
Finished training it 165888/306969 of epoch 1, 20.20 ms/it, loss 0.444824, accuracy 79.396 %
Testing at - 165888/306969 of epoch 0, loss 0.454379, accuracy 78.744 %, best 78.821 %
Finished training it 166912/306969 of epoch 1, 16.06 ms/it, loss 0.446445, accuracy 79.201 %
Testing at - 166912/306969 of epoch 0, loss 0.454259, accuracy 78.701 %, best 78.821 %
Finished training it 167936/306969 of epoch 1, 15.11 ms/it, loss 0.446460, accuracy 79.307 %
Testing at - 167936/306969 of epoch 0, loss 0.453647, accuracy 78.788 %, best 78.821 %
Finished training it 168960/306969 of epoch 1, 16.10 ms/it, loss 0.443840, accuracy 79.316 %
Testing at - 168960/306969 of epoch 0, loss 0.453218, accuracy 78.796 %, best 78.821 %
Finished training it 169984/306969 of epoch 1, 15.46 ms/it, loss 0.444266, accuracy 79.344 %
Testing at - 169984/306969 of epoch 0, loss 0.454334, accuracy 78.731 %, best 78.821 %
Finished training it 171008/306969 of epoch 1, 17.23 ms/it, loss 0.441273, accuracy 79.436 %
Testing at - 171008/306969 of epoch 0, loss 0.454850, accuracy 78.679 %, best 78.821 %
Finished training it 172032/306969 of epoch 1, 19.72 ms/it, loss 0.443578, accuracy 79.494 %
Testing at - 172032/306969 of epoch 0, loss 0.453138, accuracy 78.805 %, best 78.821 %
Finished training it 173056/306969 of epoch 1, 18.24 ms/it, loss 0.445763, accuracy 79.232 %
Saving model to results/40-20-1_lr0.1/model.pth
Testing at - 173056/306969 of epoch 0, loss 0.452842, accuracy 78.833 %, best 78.833 %
Finished training it 174080/306969 of epoch 1, 15.74 ms/it, loss 0.443764, accuracy 79.372 %
Testing at - 174080/306969 of epoch 0, loss 0.454366, accuracy 78.775 %, best 78.833 %
Finished training it 175104/306969 of epoch 1, 15.74 ms/it, loss 0.444033, accuracy 79.507 %
Testing at - 175104/306969 of epoch 0, loss 0.453575, accuracy 78.755 %, best 78.833 %
Finished training it 176128/306969 of epoch 1, 16.09 ms/it, loss 0.443889, accuracy 79.488 %
Testing at - 176128/306969 of epoch 0, loss 0.453683, accuracy 78.799 %, best 78.833 %
Finished training it 177152/306969 of epoch 1, 17.02 ms/it, loss 0.441675, accuracy 79.546 %
Testing at - 177152/306969 of epoch 0, loss 0.453699, accuracy 78.791 %, best 78.833 %
Finished training it 178176/306969 of epoch 1, 17.02 ms/it, loss 0.443124, accuracy 79.510 %
Testing at - 178176/306969 of epoch 0, loss 0.453386, accuracy 78.768 %, best 78.833 %
Finished training it 179200/306969 of epoch 1, 16.87 ms/it, loss 0.443745, accuracy 79.355 %
Testing at - 179200/306969 of epoch 0, loss 0.454041, accuracy 78.806 %, best 78.833 %
Finished training it 180224/306969 of epoch 1, 16.19 ms/it, loss 0.445527, accuracy 79.273 %
Testing at - 180224/306969 of epoch 0, loss 0.453160, accuracy 78.800 %, best 78.833 %
Finished training it 181248/306969 of epoch 1, 14.96 ms/it, loss 0.446190, accuracy 79.243 %
Testing at - 181248/306969 of epoch 0, loss 0.452931, accuracy 78.814 %, best 78.833 %
Finished training it 182272/306969 of epoch 1, 16.21 ms/it, loss 0.446473, accuracy 79.227 %
Testing at - 182272/306969 of epoch 0, loss 0.454702, accuracy 78.720 %, best 78.833 %
Finished training it 183296/306969 of epoch 1, 17.04 ms/it, loss 0.444956, accuracy 79.306 %
Testing at - 183296/306969 of epoch 0, loss 0.453641, accuracy 78.778 %, best 78.833 %
Finished training it 184320/306969 of epoch 1, 17.03 ms/it, loss 0.444652, accuracy 79.327 %
Testing at - 184320/306969 of epoch 0, loss 0.453065, accuracy 78.811 %, best 78.833 %
Finished training it 185344/306969 of epoch 1, 15.93 ms/it, loss 0.446211, accuracy 79.169 %
Testing at - 185344/306969 of epoch 0, loss 0.453073, accuracy 78.813 %, best 78.833 %
Finished training it 186368/306969 of epoch 1, 13.71 ms/it, loss 0.444211, accuracy 79.301 %
Testing at - 186368/306969 of epoch 0, loss 0.454619, accuracy 78.688 %, best 78.833 %
Finished training it 187392/306969 of epoch 1, 14.08 ms/it, loss 0.445058, accuracy 79.362 %
Testing at - 187392/306969 of epoch 0, loss 0.453707, accuracy 78.791 %, best 78.833 %
Finished training it 188416/306969 of epoch 1, 15.44 ms/it, loss 0.441769, accuracy 79.594 %
Testing at - 188416/306969 of epoch 0, loss 0.453874, accuracy 78.768 %, best 78.833 %
Finished training it 189440/306969 of epoch 1, 17.91 ms/it, loss 0.448293, accuracy 79.163 %
Testing at - 189440/306969 of epoch 0, loss 0.453463, accuracy 78.822 %, best 78.833 %
Finished training it 190464/306969 of epoch 1, 16.29 ms/it, loss 0.445148, accuracy 79.335 %
Testing at - 190464/306969 of epoch 0, loss 0.453378, accuracy 78.795 %, best 78.833 %
Finished training it 191488/306969 of epoch 1, 17.15 ms/it, loss 0.443956, accuracy 79.562 %
Testing at - 191488/306969 of epoch 0, loss 0.453450, accuracy 78.801 %, best 78.833 %
Finished training it 192512/306969 of epoch 1, 17.13 ms/it, loss 0.440781, accuracy 79.696 %
Testing at - 192512/306969 of epoch 0, loss 0.453644, accuracy 78.782 %, best 78.833 %
Finished training it 193536/306969 of epoch 1, 17.76 ms/it, loss 0.444799, accuracy 79.351 %
Testing at - 193536/306969 of epoch 0, loss 0.453464, accuracy 78.794 %, best 78.833 %
Finished training it 194560/306969 of epoch 1, 17.01 ms/it, loss 0.444509, accuracy 79.329 %
Testing at - 194560/306969 of epoch 0, loss 0.454152, accuracy 78.779 %, best 78.833 %
Finished training it 195584/306969 of epoch 1, 16.34 ms/it, loss 0.447565, accuracy 79.061 %
Testing at - 195584/306969 of epoch 0, loss 0.453329, accuracy 78.807 %, best 78.833 %
Finished training it 196608/306969 of epoch 1, 15.06 ms/it, loss 0.444815, accuracy 79.386 %
Testing at - 196608/306969 of epoch 0, loss 0.455238, accuracy 78.705 %, best 78.833 %
Finished training it 197632/306969 of epoch 1, 14.97 ms/it, loss 0.444766, accuracy 79.394 %
Testing at - 197632/306969 of epoch 0, loss 0.454122, accuracy 78.800 %, best 78.833 %
Finished training it 198656/306969 of epoch 1, 14.16 ms/it, loss 0.444117, accuracy 79.385 %
Testing at - 198656/306969 of epoch 0, loss 0.453202, accuracy 78.805 %, best 78.833 %
Finished training it 199680/306969 of epoch 1, 15.83 ms/it, loss 0.446255, accuracy 79.269 %
Testing at - 199680/306969 of epoch 0, loss 0.453382, accuracy 78.799 %, best 78.833 %
Finished training it 200704/306969 of epoch 1, 18.48 ms/it, loss 0.444136, accuracy 79.394 %
Testing at - 200704/306969 of epoch 0, loss 0.455742, accuracy 78.521 %, best 78.833 %
Finished training it 201728/306969 of epoch 1, 17.49 ms/it, loss 0.445184, accuracy 79.316 %
Testing at - 201728/306969 of epoch 0, loss 0.454878, accuracy 78.682 %, best 78.833 %
Finished training it 202752/306969 of epoch 1, 17.78 ms/it, loss 0.443671, accuracy 79.348 %
Saving model to results/40-20-1_lr0.1/model.pth
Testing at - 202752/306969 of epoch 0, loss 0.452611, accuracy 78.835 %, best 78.835 %
Finished training it 203776/306969 of epoch 1, 16.89 ms/it, loss 0.443061, accuracy 79.540 %
Testing at - 203776/306969 of epoch 0, loss 0.453143, accuracy 78.806 %, best 78.835 %
Finished training it 204800/306969 of epoch 1, 16.15 ms/it, loss 0.442249, accuracy 79.430 %
Testing at - 204800/306969 of epoch 0, loss 0.453688, accuracy 78.787 %, best 78.835 %
Finished training it 205824/306969 of epoch 1, 15.84 ms/it, loss 0.444487, accuracy 79.351 %
Testing at - 205824/306969 of epoch 0, loss 0.453686, accuracy 78.739 %, best 78.835 %
Finished training it 206848/306969 of epoch 1, 17.89 ms/it, loss 0.442159, accuracy 79.424 %
Testing at - 206848/306969 of epoch 0, loss 0.453316, accuracy 78.796 %, best 78.835 %
Finished training it 207872/306969 of epoch 1, 13.47 ms/it, loss 0.443281, accuracy 79.417 %
Testing at - 207872/306969 of epoch 0, loss 0.453715, accuracy 78.739 %, best 78.835 %
Finished training it 208896/306969 of epoch 1, 15.35 ms/it, loss 0.445171, accuracy 79.364 %
Testing at - 208896/306969 of epoch 0, loss 0.452765, accuracy 78.829 %, best 78.835 %
Finished training it 209920/306969 of epoch 1, 14.03 ms/it, loss 0.442903, accuracy 79.417 %
Testing at - 209920/306969 of epoch 0, loss 0.453371, accuracy 78.821 %, best 78.835 %
Finished training it 210944/306969 of epoch 1, 15.02 ms/it, loss 0.443848, accuracy 79.371 %
Testing at - 210944/306969 of epoch 0, loss 0.453584, accuracy 78.762 %, best 78.835 %
Finished training it 211968/306969 of epoch 1, 16.79 ms/it, loss 0.442884, accuracy 79.390 %
Testing at - 211968/306969 of epoch 0, loss 0.453228, accuracy 78.796 %, best 78.835 %
Finished training it 212992/306969 of epoch 1, 17.09 ms/it, loss 0.441510, accuracy 79.482 %
Testing at - 212992/306969 of epoch 0, loss 0.454866, accuracy 78.727 %, best 78.835 %
Finished training it 214016/306969 of epoch 1, 15.76 ms/it, loss 0.442957, accuracy 79.413 %
Testing at - 214016/306969 of epoch 0, loss 0.452673, accuracy 78.831 %, best 78.835 %
Finished training it 215040/306969 of epoch 1, 15.66 ms/it, loss 0.442753, accuracy 79.469 %
Testing at - 215040/306969 of epoch 0, loss 0.454472, accuracy 78.741 %, best 78.835 %
Finished training it 216064/306969 of epoch 1, 15.95 ms/it, loss 0.442547, accuracy 79.472 %
Testing at - 216064/306969 of epoch 0, loss 0.453706, accuracy 78.787 %, best 78.835 %
Finished training it 217088/306969 of epoch 1, 17.07 ms/it, loss 0.443660, accuracy 79.456 %
Testing at - 217088/306969 of epoch 0, loss 0.453351, accuracy 78.811 %, best 78.835 %
Finished training it 218112/306969 of epoch 1, 13.87 ms/it, loss 0.443848, accuracy 79.519 %
Testing at - 218112/306969 of epoch 0, loss 0.454511, accuracy 78.732 %, best 78.835 %
Finished training it 219136/306969 of epoch 1, 13.60 ms/it, loss 0.443527, accuracy 79.458 %
Testing at - 219136/306969 of epoch 0, loss 0.453514, accuracy 78.788 %, best 78.835 %
Finished training it 220160/306969 of epoch 1, 13.87 ms/it, loss 0.442434, accuracy 79.459 %
Saving model to results/40-20-1_lr0.1/model.pth
Testing at - 220160/306969 of epoch 0, loss 0.452701, accuracy 78.847 %, best 78.847 %
Finished training it 221184/306969 of epoch 1, 17.16 ms/it, loss 0.440770, accuracy 79.528 %
Testing at - 221184/306969 of epoch 0, loss 0.456771, accuracy 78.551 %, best 78.847 %
Finished training it 222208/306969 of epoch 1, 18.32 ms/it, loss 0.444271, accuracy 79.321 %
Saving model to results/40-20-1_lr0.1/model.pth
Testing at - 222208/306969 of epoch 0, loss 0.452553, accuracy 78.852 %, best 78.852 %
Finished training it 223232/306969 of epoch 1, 17.19 ms/it, loss 0.444730, accuracy 79.311 %
Testing at - 223232/306969 of epoch 0, loss 0.453978, accuracy 78.839 %, best 78.852 %
Finished training it 224256/306969 of epoch 1, 17.22 ms/it, loss 0.444520, accuracy 79.345 %
Testing at - 224256/306969 of epoch 0, loss 0.452965, accuracy 78.800 %, best 78.852 %
Finished training it 225280/306969 of epoch 1, 17.04 ms/it, loss 0.446492, accuracy 79.218 %
Testing at - 225280/306969 of epoch 0, loss 0.452897, accuracy 78.825 %, best 78.852 %
Finished training it 226304/306969 of epoch 1, 18.00 ms/it, loss 0.441352, accuracy 79.660 %
Saving model to results/40-20-1_lr0.1/model.pth
Testing at - 226304/306969 of epoch 0, loss 0.452391, accuracy 78.854 %, best 78.854 %
Finished training it 227328/306969 of epoch 1, 17.06 ms/it, loss 0.445195, accuracy 79.179 %
Testing at - 227328/306969 of epoch 0, loss 0.453992, accuracy 78.748 %, best 78.854 %
Finished training it 228352/306969 of epoch 1, 15.52 ms/it, loss 0.445030, accuracy 79.256 %
Testing at - 228352/306969 of epoch 0, loss 0.453198, accuracy 78.802 %, best 78.854 %
Finished training it 229376/306969 of epoch 1, 16.18 ms/it, loss 0.443432, accuracy 79.354 %
Testing at - 229376/306969 of epoch 0, loss 0.452922, accuracy 78.818 %, best 78.854 %
Finished training it 230400/306969 of epoch 1, 17.77 ms/it, loss 0.442921, accuracy 79.450 %
Testing at - 230400/306969 of epoch 0, loss 0.453499, accuracy 78.797 %, best 78.854 %
Finished training it 231424/306969 of epoch 1, 17.02 ms/it, loss 0.442787, accuracy 79.426 %
Testing at - 231424/306969 of epoch 0, loss 0.453428, accuracy 78.797 %, best 78.854 %
Finished training it 232448/306969 of epoch 1, 17.91 ms/it, loss 0.444287, accuracy 79.349 %
Testing at - 232448/306969 of epoch 0, loss 0.453285, accuracy 78.799 %, best 78.854 %
Finished training it 233472/306969 of epoch 1, 17.35 ms/it, loss 0.445491, accuracy 79.282 %
Testing at - 233472/306969 of epoch 0, loss 0.452724, accuracy 78.837 %, best 78.854 %
Finished training it 234496/306969 of epoch 1, 19.62 ms/it, loss 0.443698, accuracy 79.388 %
Testing at - 234496/306969 of epoch 0, loss 0.453590, accuracy 78.792 %, best 78.854 %
Finished training it 235520/306969 of epoch 1, 18.74 ms/it, loss 0.444105, accuracy 79.429 %
Testing at - 235520/306969 of epoch 0, loss 0.452721, accuracy 78.842 %, best 78.854 %
Finished training it 236544/306969 of epoch 1, 19.09 ms/it, loss 0.446153, accuracy 79.206 %
Testing at - 236544/306969 of epoch 0, loss 0.453501, accuracy 78.797 %, best 78.854 %
Finished training it 237568/306969 of epoch 1, 18.45 ms/it, loss 0.442814, accuracy 79.472 %
Testing at - 237568/306969 of epoch 0, loss 0.457188, accuracy 78.441 %, best 78.854 %
Finished training it 238592/306969 of epoch 1, 18.45 ms/it, loss 0.443777, accuracy 79.586 %
Testing at - 238592/306969 of epoch 0, loss 0.452794, accuracy 78.829 %, best 78.854 %
Finished training it 239616/306969 of epoch 1, 18.01 ms/it, loss 0.447003, accuracy 79.172 %
Testing at - 239616/306969 of epoch 0, loss 0.452873, accuracy 78.814 %, best 78.854 %
Finished training it 240640/306969 of epoch 1, 18.44 ms/it, loss 0.443400, accuracy 79.249 %
Testing at - 240640/306969 of epoch 0, loss 0.452590, accuracy 78.808 %, best 78.854 %
Finished training it 241664/306969 of epoch 1, 16.41 ms/it, loss 0.441610, accuracy 79.546 %
Testing at - 241664/306969 of epoch 0, loss 0.453162, accuracy 78.803 %, best 78.854 %
Finished training it 242688/306969 of epoch 1, 17.14 ms/it, loss 0.443450, accuracy 79.443 %
Testing at - 242688/306969 of epoch 0, loss 0.453409, accuracy 78.748 %, best 78.854 %
Finished training it 243712/306969 of epoch 1, 17.61 ms/it, loss 0.443271, accuracy 79.442 %
Testing at - 243712/306969 of epoch 0, loss 0.455095, accuracy 78.773 %, best 78.854 %
Finished training it 244736/306969 of epoch 1, 14.81 ms/it, loss 0.444093, accuracy 79.379 %
Testing at - 244736/306969 of epoch 0, loss 0.453559, accuracy 78.784 %, best 78.854 %
Finished training it 245760/306969 of epoch 1, 15.10 ms/it, loss 0.443476, accuracy 79.572 %
Testing at - 245760/306969 of epoch 0, loss 0.454084, accuracy 78.748 %, best 78.854 %
Finished training it 246784/306969 of epoch 1, 13.04 ms/it, loss 0.442026, accuracy 79.447 %
Testing at - 246784/306969 of epoch 0, loss 0.452620, accuracy 78.815 %, best 78.854 %
Finished training it 247808/306969 of epoch 1, 14.18 ms/it, loss 0.442211, accuracy 79.435 %
Testing at - 247808/306969 of epoch 0, loss 0.452779, accuracy 78.839 %, best 78.854 %
Finished training it 248832/306969 of epoch 1, 14.65 ms/it, loss 0.443438, accuracy 79.496 %
Testing at - 248832/306969 of epoch 0, loss 0.452492, accuracy 78.853 %, best 78.854 %
Finished training it 249856/306969 of epoch 1, 16.77 ms/it, loss 0.445330, accuracy 79.274 %
Testing at - 249856/306969 of epoch 0, loss 0.454000, accuracy 78.706 %, best 78.854 %
Finished training it 250880/306969 of epoch 1, 12.59 ms/it, loss 0.443392, accuracy 79.347 %
Testing at - 250880/306969 of epoch 0, loss 0.452983, accuracy 78.807 %, best 78.854 %
Finished training it 251904/306969 of epoch 1, 14.43 ms/it, loss 0.444377, accuracy 79.372 %
Testing at - 251904/306969 of epoch 0, loss 0.452973, accuracy 78.843 %, best 78.854 %
Finished training it 252928/306969 of epoch 1, 14.86 ms/it, loss 0.442053, accuracy 79.551 %
Testing at - 252928/306969 of epoch 0, loss 0.452618, accuracy 78.835 %, best 78.854 %
Finished training it 253952/306969 of epoch 1, 14.57 ms/it, loss 0.442198, accuracy 79.544 %
Testing at - 253952/306969 of epoch 0, loss 0.452255, accuracy 78.853 %, best 78.854 %
Finished training it 254976/306969 of epoch 1, 14.43 ms/it, loss 0.443354, accuracy 79.439 %
Testing at - 254976/306969 of epoch 0, loss 0.453165, accuracy 78.771 %, best 78.854 %
Finished training it 256000/306969 of epoch 1, 14.20 ms/it, loss 0.445188, accuracy 79.314 %
Testing at - 256000/306969 of epoch 0, loss 0.453426, accuracy 78.779 %, best 78.854 %
Finished training it 257024/306969 of epoch 1, 15.15 ms/it, loss 0.443223, accuracy 79.455 %
Testing at - 257024/306969 of epoch 0, loss 0.452768, accuracy 78.828 %, best 78.854 %
Finished training it 258048/306969 of epoch 1, 14.44 ms/it, loss 0.442125, accuracy 79.337 %
Testing at - 258048/306969 of epoch 0, loss 0.454027, accuracy 78.745 %, best 78.854 %
Finished training it 259072/306969 of epoch 1, 14.55 ms/it, loss 0.441571, accuracy 79.494 %
Testing at - 259072/306969 of epoch 0, loss 0.453735, accuracy 78.768 %, best 78.854 %
Finished training it 260096/306969 of epoch 1, 17.12 ms/it, loss 0.442305, accuracy 79.565 %
Testing at - 260096/306969 of epoch 0, loss 0.453603, accuracy 78.762 %, best 78.854 %
Finished training it 261120/306969 of epoch 1, 14.33 ms/it, loss 0.443915, accuracy 79.375 %
Testing at - 261120/306969 of epoch 0, loss 0.453073, accuracy 78.801 %, best 78.854 %
Finished training it 262144/306969 of epoch 1, 13.28 ms/it, loss 0.442689, accuracy 79.576 %
Testing at - 262144/306969 of epoch 0, loss 0.454303, accuracy 78.733 %, best 78.854 %
Finished training it 263168/306969 of epoch 1, 14.66 ms/it, loss 0.444336, accuracy 79.348 %
Testing at - 263168/306969 of epoch 0, loss 0.454766, accuracy 78.729 %, best 78.854 %
Finished training it 264192/306969 of epoch 1, 16.42 ms/it, loss 0.444606, accuracy 79.370 %
Testing at - 264192/306969 of epoch 0, loss 0.453084, accuracy 78.786 %, best 78.854 %
Finished training it 265216/306969 of epoch 1, 15.58 ms/it, loss 0.442159, accuracy 79.432 %
Testing at - 265216/306969 of epoch 0, loss 0.452366, accuracy 78.848 %, best 78.854 %
Finished training it 266240/306969 of epoch 1, 16.24 ms/it, loss 0.442254, accuracy 79.504 %
Testing at - 266240/306969 of epoch 0, loss 0.454357, accuracy 78.785 %, best 78.854 %
Finished training it 267264/306969 of epoch 1, 17.36 ms/it, loss 0.444558, accuracy 79.391 %
Testing at - 267264/306969 of epoch 0, loss 0.456433, accuracy 78.510 %, best 78.854 %
Finished training it 268288/306969 of epoch 1, 18.49 ms/it, loss 0.444504, accuracy 79.344 %
