Using 1 GPU(s)...
Reading pre-processed data=/hdd3/jiayi/kaggle/kaggleAdDisplayChallenge_processed.npz
Sparse fea = 26, Dense fea = 13
Defined train indices...
Randomized indices across days ...
Split data according to indices...
Reading pre-processed data=/hdd3/jiayi/kaggle/kaggleAdDisplayChallenge_processed.npz
Sparse fea = 26, Dense fea = 13
Defined test indices...
Randomized indices across days ...
Split data according to indices...
Loading saved model results/240-120-1_lr0.1/model.pth
Saved at: epoch = 0/1, batch = 306176/306969, ntbatch = 200
Training state: loss = 0.447825, accuracy = 79.214 %
Testing state: loss = 0.453590, accuracy = 78.797 %
time/loss/accuracy (if enabled):
skip_upto_epoch: 0
args.nepochs: 3
k: 0
Finished training it 306969/306969 of epoch 0, 16.68 ms/it, loss 0.449912, accuracy 79.122 %
Testing at - 141312/306969 of epoch 0, loss 0.452987, accuracy 78.783 %, best 78.893 %
Finished training it 142336/306969 of epoch 1, 19.72 ms/it, loss 0.440838, accuracy 79.552 %
Testing at - 142336/306969 of epoch 0, loss 0.452306, accuracy 78.874 %, best 78.893 %
Finished training it 143360/306969 of epoch 1, 18.77 ms/it, loss 0.443112, accuracy 79.462 %
Testing at - 143360/306969 of epoch 0, loss 0.457492, accuracy 78.462 %, best 78.893 %
Finished training it 144384/306969 of epoch 1, 19.99 ms/it, loss 0.443199, accuracy 79.377 %
Testing at - 144384/306969 of epoch 0, loss 0.452246, accuracy 78.873 %, best 78.893 %
Finished training it 145408/306969 of epoch 1, 17.94 ms/it, loss 0.445774, accuracy 79.244 %
Testing at - 145408/306969 of epoch 0, loss 0.453176, accuracy 78.844 %, best 78.893 %
Finished training it 146432/306969 of epoch 1, 18.01 ms/it, loss 0.441882, accuracy 79.487 %
Testing at - 146432/306969 of epoch 0, loss 0.452267, accuracy 78.858 %, best 78.893 %
Finished training it 147456/306969 of epoch 1, 17.06 ms/it, loss 0.441852, accuracy 79.449 %
Testing at - 147456/306969 of epoch 0, loss 0.454070, accuracy 78.734 %, best 78.893 %
Finished training it 148480/306969 of epoch 1, 19.61 ms/it, loss 0.440611, accuracy 79.445 %
Testing at - 148480/306969 of epoch 0, loss 0.452080, accuracy 78.850 %, best 78.893 %
Finished training it 149504/306969 of epoch 1, 17.99 ms/it, loss 0.441666, accuracy 79.504 %
Testing at - 149504/306969 of epoch 0, loss 0.453014, accuracy 78.771 %, best 78.893 %
Finished training it 150528/306969 of epoch 1, 17.26 ms/it, loss 0.442817, accuracy 79.443 %
Testing at - 150528/306969 of epoch 0, loss 0.452073, accuracy 78.847 %, best 78.893 %
Finished training it 151552/306969 of epoch 1, 14.29 ms/it, loss 0.439621, accuracy 79.659 %
Testing at - 151552/306969 of epoch 0, loss 0.455878, accuracy 78.515 %, best 78.893 %
Finished training it 152576/306969 of epoch 1, 18.62 ms/it, loss 0.440743, accuracy 79.588 %
Testing at - 152576/306969 of epoch 0, loss 0.452619, accuracy 78.835 %, best 78.893 %
Finished training it 153600/306969 of epoch 1, 17.99 ms/it, loss 0.443008, accuracy 79.433 %
Testing at - 153600/306969 of epoch 0, loss 0.452708, accuracy 78.761 %, best 78.893 %
Finished training it 154624/306969 of epoch 1, 18.24 ms/it, loss 0.442605, accuracy 79.453 %
Testing at - 154624/306969 of epoch 0, loss 0.451691, accuracy 78.867 %, best 78.893 %
Finished training it 155648/306969 of epoch 1, 18.35 ms/it, loss 0.441593, accuracy 79.434 %
Testing at - 155648/306969 of epoch 0, loss 0.451890, accuracy 78.892 %, best 78.893 %
Finished training it 156672/306969 of epoch 1, 16.82 ms/it, loss 0.441878, accuracy 79.397 %
Testing at - 156672/306969 of epoch 0, loss 0.452066, accuracy 78.866 %, best 78.893 %
Finished training it 157696/306969 of epoch 1, 17.77 ms/it, loss 0.440424, accuracy 79.594 %
Testing at - 157696/306969 of epoch 0, loss 0.452255, accuracy 78.867 %, best 78.893 %
Finished training it 158720/306969 of epoch 1, 18.44 ms/it, loss 0.443616, accuracy 79.472 %
Testing at - 158720/306969 of epoch 0, loss 0.452005, accuracy 78.868 %, best 78.893 %
Finished training it 159744/306969 of epoch 1, 17.94 ms/it, loss 0.442570, accuracy 79.400 %
Testing at - 159744/306969 of epoch 0, loss 0.454750, accuracy 78.706 %, best 78.893 %
Finished training it 160768/306969 of epoch 1, 17.92 ms/it, loss 0.443313, accuracy 79.517 %
Testing at - 160768/306969 of epoch 0, loss 0.452372, accuracy 78.852 %, best 78.893 %
Finished training it 161792/306969 of epoch 1, 17.87 ms/it, loss 0.444409, accuracy 79.323 %
Testing at - 161792/306969 of epoch 0, loss 0.451836, accuracy 78.866 %, best 78.893 %
Finished training it 162816/306969 of epoch 1, 18.15 ms/it, loss 0.444524, accuracy 79.374 %
Testing at - 162816/306969 of epoch 0, loss 0.451864, accuracy 78.874 %, best 78.893 %
Finished training it 163840/306969 of epoch 1, 18.60 ms/it, loss 0.444096, accuracy 79.429 %
Testing at - 163840/306969 of epoch 0, loss 0.452650, accuracy 78.808 %, best 78.893 %
Finished training it 164864/306969 of epoch 1, 18.24 ms/it, loss 0.443556, accuracy 79.367 %
Testing at - 164864/306969 of epoch 0, loss 0.451667, accuracy 78.873 %, best 78.893 %
Finished training it 165888/306969 of epoch 1, 16.95 ms/it, loss 0.443214, accuracy 79.555 %
Testing at - 165888/306969 of epoch 0, loss 0.453118, accuracy 78.830 %, best 78.893 %
Finished training it 166912/306969 of epoch 1, 16.88 ms/it, loss 0.444674, accuracy 79.270 %
Testing at - 166912/306969 of epoch 0, loss 0.452136, accuracy 78.817 %, best 78.893 %
Finished training it 167936/306969 of epoch 1, 19.28 ms/it, loss 0.444854, accuracy 79.408 %
Testing at - 167936/306969 of epoch 0, loss 0.452096, accuracy 78.872 %, best 78.893 %
Finished training it 168960/306969 of epoch 1, 17.72 ms/it, loss 0.442036, accuracy 79.462 %
Testing at - 168960/306969 of epoch 0, loss 0.451526, accuracy 78.878 %, best 78.893 %
Finished training it 169984/306969 of epoch 1, 17.93 ms/it, loss 0.442677, accuracy 79.408 %
Testing at - 169984/306969 of epoch 0, loss 0.452707, accuracy 78.834 %, best 78.893 %
Finished training it 171008/306969 of epoch 1, 20.36 ms/it, loss 0.439417, accuracy 79.584 %
Testing at - 171008/306969 of epoch 0, loss 0.452742, accuracy 78.794 %, best 78.893 %
Finished training it 172032/306969 of epoch 1, 22.66 ms/it, loss 0.441755, accuracy 79.568 %
Testing at - 172032/306969 of epoch 0, loss 0.451319, accuracy 78.889 %, best 78.893 %
Finished training it 173056/306969 of epoch 1, 20.81 ms/it, loss 0.444361, accuracy 79.306 %
Saving model to results/240-120-1_lr0.1/model.pth
Testing at - 173056/306969 of epoch 0, loss 0.451392, accuracy 78.917 %, best 78.917 %
Finished training it 174080/306969 of epoch 1, 17.40 ms/it, loss 0.441891, accuracy 79.449 %
Testing at - 174080/306969 of epoch 0, loss 0.452583, accuracy 78.860 %, best 78.917 %
Finished training it 175104/306969 of epoch 1, 16.84 ms/it, loss 0.442162, accuracy 79.498 %
Testing at - 175104/306969 of epoch 0, loss 0.451963, accuracy 78.820 %, best 78.917 %
Finished training it 176128/306969 of epoch 1, 16.41 ms/it, loss 0.441941, accuracy 79.528 %
Testing at - 176128/306969 of epoch 0, loss 0.452789, accuracy 78.870 %, best 78.917 %
Finished training it 177152/306969 of epoch 1, 19.04 ms/it, loss 0.439596, accuracy 79.657 %
Testing at - 177152/306969 of epoch 0, loss 0.452220, accuracy 78.867 %, best 78.917 %
Finished training it 178176/306969 of epoch 1, 17.61 ms/it, loss 0.441266, accuracy 79.541 %
Testing at - 178176/306969 of epoch 0, loss 0.451928, accuracy 78.833 %, best 78.917 %
Finished training it 179200/306969 of epoch 1, 17.10 ms/it, loss 0.441709, accuracy 79.495 %
Testing at - 179200/306969 of epoch 0, loss 0.452215, accuracy 78.891 %, best 78.917 %
Finished training it 180224/306969 of epoch 1, 15.84 ms/it, loss 0.443493, accuracy 79.322 %
Testing at - 180224/306969 of epoch 0, loss 0.451802, accuracy 78.897 %, best 78.917 %
Finished training it 181248/306969 of epoch 1, 22.41 ms/it, loss 0.444375, accuracy 79.342 %
Testing at - 181248/306969 of epoch 0, loss 0.451332, accuracy 78.900 %, best 78.917 %
Finished training it 182272/306969 of epoch 1, 20.73 ms/it, loss 0.444401, accuracy 79.321 %
Testing at - 182272/306969 of epoch 0, loss 0.452897, accuracy 78.829 %, best 78.917 %
Finished training it 183296/306969 of epoch 1, 18.25 ms/it, loss 0.443150, accuracy 79.410 %
Testing at - 183296/306969 of epoch 0, loss 0.452214, accuracy 78.865 %, best 78.917 %
Finished training it 184320/306969 of epoch 1, 17.08 ms/it, loss 0.442623, accuracy 79.443 %
Testing at - 184320/306969 of epoch 0, loss 0.451504, accuracy 78.897 %, best 78.917 %
Finished training it 185344/306969 of epoch 1, 16.45 ms/it, loss 0.444594, accuracy 79.279 %
Testing at - 185344/306969 of epoch 0, loss 0.451327, accuracy 78.909 %, best 78.917 %
Finished training it 186368/306969 of epoch 1, 15.73 ms/it, loss 0.442238, accuracy 79.478 %
Testing at - 186368/306969 of epoch 0, loss 0.452589, accuracy 78.824 %, best 78.917 %
Finished training it 187392/306969 of epoch 1, 17.20 ms/it, loss 0.443347, accuracy 79.441 %
Testing at - 187392/306969 of epoch 0, loss 0.451848, accuracy 78.888 %, best 78.917 %
Finished training it 188416/306969 of epoch 1, 19.27 ms/it, loss 0.440258, accuracy 79.585 %
Testing at - 188416/306969 of epoch 0, loss 0.451578, accuracy 78.885 %, best 78.917 %
Finished training it 189440/306969 of epoch 1, 17.37 ms/it, loss 0.446280, accuracy 79.230 %
Saving model to results/240-120-1_lr0.1/model.pth
Testing at - 189440/306969 of epoch 0, loss 0.451725, accuracy 78.924 %, best 78.924 %
Finished training it 190464/306969 of epoch 1, 16.20 ms/it, loss 0.443213, accuracy 79.435 %
Testing at - 190464/306969 of epoch 0, loss 0.451809, accuracy 78.875 %, best 78.924 %
Finished training it 191488/306969 of epoch 1, 17.09 ms/it, loss 0.442127, accuracy 79.626 %
Testing at - 191488/306969 of epoch 0, loss 0.452026, accuracy 78.881 %, best 78.924 %
Finished training it 192512/306969 of epoch 1, 17.75 ms/it, loss 0.439038, accuracy 79.752 %
Testing at - 192512/306969 of epoch 0, loss 0.451937, accuracy 78.876 %, best 78.924 %
Finished training it 193536/306969 of epoch 1, 18.54 ms/it, loss 0.442802, accuracy 79.490 %
Testing at - 193536/306969 of epoch 0, loss 0.451693, accuracy 78.890 %, best 78.924 %
Finished training it 194560/306969 of epoch 1, 19.62 ms/it, loss 0.442400, accuracy 79.500 %
Testing at - 194560/306969 of epoch 0, loss 0.452718, accuracy 78.829 %, best 78.924 %
Finished training it 195584/306969 of epoch 1, 17.42 ms/it, loss 0.445734, accuracy 79.223 %
Testing at - 195584/306969 of epoch 0, loss 0.451965, accuracy 78.873 %, best 78.924 %
Finished training it 196608/306969 of epoch 1, 21.43 ms/it, loss 0.442839, accuracy 79.549 %
Testing at - 196608/306969 of epoch 0, loss 0.453915, accuracy 78.764 %, best 78.924 %
Finished training it 197632/306969 of epoch 1, 16.61 ms/it, loss 0.442808, accuracy 79.494 %
Testing at - 197632/306969 of epoch 0, loss 0.452264, accuracy 78.898 %, best 78.924 %
Finished training it 198656/306969 of epoch 1, 17.43 ms/it, loss 0.442027, accuracy 79.491 %
Testing at - 198656/306969 of epoch 0, loss 0.452003, accuracy 78.868 %, best 78.924 %
Finished training it 199680/306969 of epoch 1, 20.50 ms/it, loss 0.444285, accuracy 79.356 %
Testing at - 199680/306969 of epoch 0, loss 0.451738, accuracy 78.878 %, best 78.924 %
Finished training it 200704/306969 of epoch 1, 20.14 ms/it, loss 0.442496, accuracy 79.562 %
Testing at - 200704/306969 of epoch 0, loss 0.453857, accuracy 78.638 %, best 78.924 %
Finished training it 201728/306969 of epoch 1, 19.08 ms/it, loss 0.443057, accuracy 79.404 %
Testing at - 201728/306969 of epoch 0, loss 0.453235, accuracy 78.772 %, best 78.924 %
Finished training it 202752/306969 of epoch 1, 17.74 ms/it, loss 0.441940, accuracy 79.483 %
Testing at - 202752/306969 of epoch 0, loss 0.450869, accuracy 78.921 %, best 78.924 %
Finished training it 203776/306969 of epoch 1, 14.74 ms/it, loss 0.441427, accuracy 79.707 %
Testing at - 203776/306969 of epoch 0, loss 0.451481, accuracy 78.889 %, best 78.924 %
Finished training it 204800/306969 of epoch 1, 13.66 ms/it, loss 0.440199, accuracy 79.615 %
Testing at - 204800/306969 of epoch 0, loss 0.451989, accuracy 78.882 %, best 78.924 %
Finished training it 205824/306969 of epoch 1, 17.76 ms/it, loss 0.442302, accuracy 79.483 %
Testing at - 205824/306969 of epoch 0, loss 0.452414, accuracy 78.809 %, best 78.924 %
Finished training it 206848/306969 of epoch 1, 17.60 ms/it, loss 0.440179, accuracy 79.630 %
Testing at - 206848/306969 of epoch 0, loss 0.451587, accuracy 78.887 %, best 78.924 %
Finished training it 207872/306969 of epoch 1, 17.73 ms/it, loss 0.441552, accuracy 79.497 %
Testing at - 207872/306969 of epoch 0, loss 0.452141, accuracy 78.817 %, best 78.924 %
Finished training it 208896/306969 of epoch 1, 17.53 ms/it, loss 0.443492, accuracy 79.391 %
Testing at - 208896/306969 of epoch 0, loss 0.451473, accuracy 78.910 %, best 78.924 %
Finished training it 209920/306969 of epoch 1, 20.60 ms/it, loss 0.440880, accuracy 79.466 %
Testing at - 209920/306969 of epoch 0, loss 0.451760, accuracy 78.892 %, best 78.924 %
Finished training it 210944/306969 of epoch 1, 19.12 ms/it, loss 0.441527, accuracy 79.488 %
Testing at - 210944/306969 of epoch 0, loss 0.451947, accuracy 78.861 %, best 78.924 %
Finished training it 211968/306969 of epoch 1, 21.96 ms/it, loss 0.441156, accuracy 79.474 %
Testing at - 211968/306969 of epoch 0, loss 0.451794, accuracy 78.886 %, best 78.924 %
Finished training it 212992/306969 of epoch 1, 22.99 ms/it, loss 0.439754, accuracy 79.612 %
Testing at - 212992/306969 of epoch 0, loss 0.452770, accuracy 78.838 %, best 78.924 %
Finished training it 214016/306969 of epoch 1, 23.03 ms/it, loss 0.440958, accuracy 79.555 %
Testing at - 214016/306969 of epoch 0, loss 0.451428, accuracy 78.880 %, best 78.924 %
Finished training it 215040/306969 of epoch 1, 17.74 ms/it, loss 0.440796, accuracy 79.538 %
Testing at - 215040/306969 of epoch 0, loss 0.452446, accuracy 78.854 %, best 78.924 %
Finished training it 216064/306969 of epoch 1, 15.80 ms/it, loss 0.440247, accuracy 79.472 %
Testing at - 216064/306969 of epoch 0, loss 0.451744, accuracy 78.858 %, best 78.924 %
Finished training it 217088/306969 of epoch 1, 14.02 ms/it, loss 0.441699, accuracy 79.568 %
Testing at - 217088/306969 of epoch 0, loss 0.451986, accuracy 78.874 %, best 78.924 %
Finished training it 218112/306969 of epoch 1, 15.25 ms/it, loss 0.442098, accuracy 79.612 %
Testing at - 218112/306969 of epoch 0, loss 0.452891, accuracy 78.800 %, best 78.924 %
Finished training it 219136/306969 of epoch 1, 17.09 ms/it, loss 0.441686, accuracy 79.479 %
Testing at - 219136/306969 of epoch 0, loss 0.451603, accuracy 78.871 %, best 78.924 %
Finished training it 220160/306969 of epoch 1, 16.28 ms/it, loss 0.440755, accuracy 79.559 %
Saving model to results/240-120-1_lr0.1/model.pth
Testing at - 220160/306969 of epoch 0, loss 0.450985, accuracy 78.929 %, best 78.929 %
Finished training it 221184/306969 of epoch 1, 18.96 ms/it, loss 0.438896, accuracy 79.575 %
Testing at - 221184/306969 of epoch 0, loss 0.454790, accuracy 78.612 %, best 78.929 %
Finished training it 222208/306969 of epoch 1, 17.81 ms/it, loss 0.442456, accuracy 79.474 %
Saving model to results/240-120-1_lr0.1/model.pth
Testing at - 222208/306969 of epoch 0, loss 0.450811, accuracy 78.937 %, best 78.937 %
Finished training it 223232/306969 of epoch 1, 21.23 ms/it, loss 0.442842, accuracy 79.385 %
Testing at - 223232/306969 of epoch 0, loss 0.453273, accuracy 78.879 %, best 78.937 %
Finished training it 224256/306969 of epoch 1, 17.81 ms/it, loss 0.442841, accuracy 79.481 %
Testing at - 224256/306969 of epoch 0, loss 0.451371, accuracy 78.890 %, best 78.937 %
Finished training it 225280/306969 of epoch 1, 19.49 ms/it, loss 0.444321, accuracy 79.276 %
Testing at - 225280/306969 of epoch 0, loss 0.451159, accuracy 78.925 %, best 78.937 %
Finished training it 226304/306969 of epoch 1, 18.78 ms/it, loss 0.439799, accuracy 79.729 %
Saving model to results/240-120-1_lr0.1/model.pth
Testing at - 226304/306969 of epoch 0, loss 0.450687, accuracy 78.957 %, best 78.957 %
Finished training it 227328/306969 of epoch 1, 18.98 ms/it, loss 0.443212, accuracy 79.204 %
Testing at - 227328/306969 of epoch 0, loss 0.451741, accuracy 78.879 %, best 78.957 %
Finished training it 228352/306969 of epoch 1, 19.18 ms/it, loss 0.442920, accuracy 79.408 %
Testing at - 228352/306969 of epoch 0, loss 0.452007, accuracy 78.858 %, best 78.957 %
Finished training it 229376/306969 of epoch 1, 20.04 ms/it, loss 0.441587, accuracy 79.507 %
Testing at - 229376/306969 of epoch 0, loss 0.451720, accuracy 78.881 %, best 78.957 %
Finished training it 230400/306969 of epoch 1, 17.71 ms/it, loss 0.440962, accuracy 79.600 %
Testing at - 230400/306969 of epoch 0, loss 0.452159, accuracy 78.866 %, best 78.957 %
Finished training it 231424/306969 of epoch 1, 18.20 ms/it, loss 0.440920, accuracy 79.540 %
Testing at - 231424/306969 of epoch 0, loss 0.451842, accuracy 78.901 %, best 78.957 %
Finished training it 232448/306969 of epoch 1, 18.64 ms/it, loss 0.441917, accuracy 79.443 %
Testing at - 232448/306969 of epoch 0, loss 0.452216, accuracy 78.845 %, best 78.957 %
Finished training it 233472/306969 of epoch 1, 16.63 ms/it, loss 0.443528, accuracy 79.404 %
Testing at - 233472/306969 of epoch 0, loss 0.451291, accuracy 78.918 %, best 78.957 %
Finished training it 234496/306969 of epoch 1, 17.04 ms/it, loss 0.442146, accuracy 79.488 %
Testing at - 234496/306969 of epoch 0, loss 0.452184, accuracy 78.861 %, best 78.957 %
Finished training it 235520/306969 of epoch 1, 16.02 ms/it, loss 0.441970, accuracy 79.530 %
Testing at - 235520/306969 of epoch 0, loss 0.451270, accuracy 78.911 %, best 78.957 %
Finished training it 236544/306969 of epoch 1, 18.62 ms/it, loss 0.444081, accuracy 79.329 %
Testing at - 236544/306969 of epoch 0, loss 0.451860, accuracy 78.892 %, best 78.957 %
Finished training it 237568/306969 of epoch 1, 16.37 ms/it, loss 0.440823, accuracy 79.559 %
Testing at - 237568/306969 of epoch 0, loss 0.454319, accuracy 78.644 %, best 78.957 %
Finished training it 238592/306969 of epoch 1, 17.95 ms/it, loss 0.441948, accuracy 79.639 %
Testing at - 238592/306969 of epoch 0, loss 0.450894, accuracy 78.934 %, best 78.957 %
Finished training it 239616/306969 of epoch 1, 18.23 ms/it, loss 0.445294, accuracy 79.260 %
Testing at - 239616/306969 of epoch 0, loss 0.450942, accuracy 78.918 %, best 78.957 %
Finished training it 240640/306969 of epoch 1, 18.66 ms/it, loss 0.441754, accuracy 79.359 %
Testing at - 240640/306969 of epoch 0, loss 0.451091, accuracy 78.881 %, best 78.957 %
Finished training it 241664/306969 of epoch 1, 19.72 ms/it, loss 0.439427, accuracy 79.659 %
Testing at - 241664/306969 of epoch 0, loss 0.451677, accuracy 78.871 %, best 78.957 %
Finished training it 242688/306969 of epoch 1, 17.04 ms/it, loss 0.440984, accuracy 79.594 %
Testing at - 242688/306969 of epoch 0, loss 0.451933, accuracy 78.807 %, best 78.957 %
Finished training it 243712/306969 of epoch 1, 18.88 ms/it, loss 0.441266, accuracy 79.586 %
Testing at - 243712/306969 of epoch 0, loss 0.452627, accuracy 78.901 %, best 78.957 %
Finished training it 244736/306969 of epoch 1, 18.59 ms/it, loss 0.442069, accuracy 79.497 %
Testing at - 244736/306969 of epoch 0, loss 0.451507, accuracy 78.891 %, best 78.957 %
Finished training it 245760/306969 of epoch 1, 19.01 ms/it, loss 0.441617, accuracy 79.627 %
Testing at - 245760/306969 of epoch 0, loss 0.452443, accuracy 78.850 %, best 78.957 %
Finished training it 246784/306969 of epoch 1, 19.73 ms/it, loss 0.440289, accuracy 79.488 %
Testing at - 246784/306969 of epoch 0, loss 0.451418, accuracy 78.886 %, best 78.957 %
Finished training it 247808/306969 of epoch 1, 16.95 ms/it, loss 0.440317, accuracy 79.513 %
Testing at - 247808/306969 of epoch 0, loss 0.451201, accuracy 78.930 %, best 78.957 %
Finished training it 248832/306969 of epoch 1, 18.22 ms/it, loss 0.441270, accuracy 79.565 %
Testing at - 248832/306969 of epoch 0, loss 0.451096, accuracy 78.931 %, best 78.957 %
Finished training it 249856/306969 of epoch 1, 17.74 ms/it, loss 0.443572, accuracy 79.398 %
Testing at - 249856/306969 of epoch 0, loss 0.452591, accuracy 78.767 %, best 78.957 %
Finished training it 250880/306969 of epoch 1, 17.97 ms/it, loss 0.441544, accuracy 79.481 %
Testing at - 250880/306969 of epoch 0, loss 0.451825, accuracy 78.863 %, best 78.957 %
Finished training it 251904/306969 of epoch 1, 17.73 ms/it, loss 0.442425, accuracy 79.439 %
Testing at - 251904/306969 of epoch 0, loss 0.451254, accuracy 78.917 %, best 78.957 %
Finished training it 252928/306969 of epoch 1, 19.17 ms/it, loss 0.440341, accuracy 79.630 %
Testing at - 252928/306969 of epoch 0, loss 0.450974, accuracy 78.946 %, best 78.957 %
Finished training it 253952/306969 of epoch 1, 18.17 ms/it, loss 0.440114, accuracy 79.578 %
Testing at - 253952/306969 of epoch 0, loss 0.450813, accuracy 78.910 %, best 78.957 %
Finished training it 254976/306969 of epoch 1, 18.69 ms/it, loss 0.441441, accuracy 79.530 %
Testing at - 254976/306969 of epoch 0, loss 0.452006, accuracy 78.839 %, best 78.957 %
Finished training it 256000/306969 of epoch 1, 19.52 ms/it, loss 0.443168, accuracy 79.366 %
Testing at - 256000/306969 of epoch 0, loss 0.451649, accuracy 78.867 %, best 78.957 %
Finished training it 257024/306969 of epoch 1, 17.76 ms/it, loss 0.441426, accuracy 79.550 %
Testing at - 257024/306969 of epoch 0, loss 0.451103, accuracy 78.908 %, best 78.957 %
Finished training it 258048/306969 of epoch 1, 17.42 ms/it, loss 0.440044, accuracy 79.465 %
Testing at - 258048/306969 of epoch 0, loss 0.451837, accuracy 78.866 %, best 78.957 %
Finished training it 259072/306969 of epoch 1, 15.62 ms/it, loss 0.439254, accuracy 79.630 %
Testing at - 259072/306969 of epoch 0, loss 0.451816, accuracy 78.859 %, best 78.957 %
Finished training it 260096/306969 of epoch 1, 17.30 ms/it, loss 0.440273, accuracy 79.682 %
Testing at - 260096/306969 of epoch 0, loss 0.451460, accuracy 78.883 %, best 78.957 %
Finished training it 261120/306969 of epoch 1, 16.64 ms/it, loss 0.442081, accuracy 79.406 %
Testing at - 261120/306969 of epoch 0, loss 0.451295, accuracy 78.903 %, best 78.957 %
Finished training it 262144/306969 of epoch 1, 16.67 ms/it, loss 0.440700, accuracy 79.698 %
Testing at - 262144/306969 of epoch 0, loss 0.452714, accuracy 78.812 %, best 78.957 %
Finished training it 263168/306969 of epoch 1, 19.08 ms/it, loss 0.442700, accuracy 79.366 %
Testing at - 263168/306969 of epoch 0, loss 0.452589, accuracy 78.847 %, best 78.957 %
Finished training it 264192/306969 of epoch 1, 20.34 ms/it, loss 0.442301, accuracy 79.434 %
Testing at - 264192/306969 of epoch 0, loss 0.452041, accuracy 78.842 %, best 78.957 %
Finished training it 265216/306969 of epoch 1, 20.59 ms/it, loss 0.440212, accuracy 79.584 %
Testing at - 265216/306969 of epoch 0, loss 0.451016, accuracy 78.932 %, best 78.957 %
Finished training it 266240/306969 of epoch 1, 21.21 ms/it, loss 0.440113, accuracy 79.572 %
Testing at - 266240/306969 of epoch 0, loss 0.453136, accuracy 78.871 %, best 78.957 %
Finished training it 267264/306969 of epoch 1, 21.39 ms/it, loss 0.443048, accuracy 79.437 %
Testing at - 267264/306969 of epoch 0, loss 0.454320, accuracy 78.643 %, best 78.957 %
Finished training it 268288/306969 of epoch 1, 19.52 ms/it, loss 0.442697, accuracy 79.466 %
Testing at - 268288/306969 of epoch 0, loss 0.452736, accuracy 78.818 %, best 78.957 %
Finished training it 269312/306969 of epoch 1, 20.61 ms/it, loss 0.439027, accuracy 79.726 %
Testing at - 269312/306969 of epoch 0, loss 0.454150, accuracy 78.791 %, best 78.957 %
Finished training it 270336/306969 of epoch 1, 19.96 ms/it, loss 0.442423, accuracy 79.480 %
Testing at - 270336/306969 of epoch 0, loss 0.451305, accuracy 78.897 %, best 78.957 %
Finished training it 271360/306969 of epoch 1, 17.72 ms/it, loss 0.438076, accuracy 79.594 %
Testing at - 271360/306969 of epoch 0, loss 0.451491, accuracy 78.859 %, best 78.957 %
Finished training it 272384/306969 of epoch 1, 16.20 ms/it, loss 0.441327, accuracy 79.562 %
Testing at - 272384/306969 of epoch 0, loss 0.453387, accuracy 78.719 %, best 78.957 %
Finished training it 273408/306969 of epoch 1, 20.38 ms/it, loss 0.441115, accuracy 79.568 %
Testing at - 273408/306969 of epoch 0, loss 0.450955, accuracy 78.924 %, best 78.957 %
Finished training it 274432/306969 of epoch 1, 20.44 ms/it, loss 0.441129, accuracy 79.498 %
Testing at - 274432/306969 of epoch 0, loss 0.450606, accuracy 78.944 %, best 78.957 %
Finished training it 275456/306969 of epoch 1, 17.99 ms/it, loss 0.441953, accuracy 79.445 %
Testing at - 275456/306969 of epoch 0, loss 0.451391, accuracy 78.902 %, best 78.957 %
Finished training it 276480/306969 of epoch 1, 18.20 ms/it, loss 0.441257, accuracy 79.576 %
Testing at - 276480/306969 of epoch 0, loss 0.451091, accuracy 78.907 %, best 78.957 %
Finished training it 277504/306969 of epoch 1, 17.24 ms/it, loss 0.438603, accuracy 79.733 %
Testing at - 277504/306969 of epoch 0, loss 0.451388, accuracy 78.900 %, best 78.957 %
Finished training it 278528/306969 of epoch 1, 18.78 ms/it, loss 0.443963, accuracy 79.317 %
Testing at - 278528/306969 of epoch 0, loss 0.452656, accuracy 78.756 %, best 78.957 %
Finished training it 279552/306969 of epoch 1, 18.51 ms/it, loss 0.444033, accuracy 79.268 %
Testing at - 279552/306969 of epoch 0, loss 0.450722, accuracy 78.925 %, best 78.957 %
Finished training it 280576/306969 of epoch 1, 20.36 ms/it, loss 0.441551, accuracy 79.427 %
Testing at - 280576/306969 of epoch 0, loss 0.451174, accuracy 78.916 %, best 78.957 %
Finished training it 281600/306969 of epoch 1, 19.28 ms/it, loss 0.439384, accuracy 79.622 %
Testing at - 281600/306969 of epoch 0, loss 0.451218, accuracy 78.911 %, best 78.957 %
Finished training it 282624/306969 of epoch 1, 16.18 ms/it, loss 0.439031, accuracy 79.687 %
Testing at - 282624/306969 of epoch 0, loss 0.450713, accuracy 78.941 %, best 78.957 %
Finished training it 283648/306969 of epoch 1, 17.07 ms/it, loss 0.442196, accuracy 79.387 %
Testing at - 283648/306969 of epoch 0, loss 0.451885, accuracy 78.898 %, best 78.957 %
Finished training it 284672/306969 of epoch 1, 19.08 ms/it, loss 0.440834, accuracy 79.473 %
Testing at - 284672/306969 of epoch 0, loss 0.451484, accuracy 78.925 %, best 78.957 %
Finished training it 285696/306969 of epoch 1, 19.56 ms/it, loss 0.440875, accuracy 79.555 %
Testing at - 285696/306969 of epoch 0, loss 0.451882, accuracy 78.852 %, best 78.957 %
Finished training it 286720/306969 of epoch 1, 19.40 ms/it, loss 0.443263, accuracy 79.328 %
Saving model to results/240-120-1_lr0.1/model.pth
Testing at - 286720/306969 of epoch 0, loss 0.451381, accuracy 78.963 %, best 78.963 %
Finished training it 287744/306969 of epoch 1, 19.20 ms/it, loss 0.438614, accuracy 79.587 %
